BurstID,  ObsDate,             MJD,        DM,     Width,        PeakFlux,        PeakFlux_error,          Fluence,          Fluence_error,       Energy_c,       Energy_w, BandWidth,        Width,         PeakFlux,         PeakFlux_error,         Fluence,         Fluence_error,       Energy_w
       ,         ,     Barycentric,          , Full Band,       Full Band,       Full Band,        Full Band,        Full Band,      Full Band,      Full Band,          , Limited Band,     Limited Band,     Limited Band,    Limited Band,    Limited Band,   Limited Band
       ,         ,                , (pc/cm^3),      (ms),           (mJy),           (mJy),          (Jy ms),          (Jy ms),          (erg),          (erg),     (MHz),         (ms),            (mJy),            (mJy),         (Jy ms),         (Jy ms),          (erg)
544,20210929,59485.80070242300000000000 ,412.55,9.89,29.73,0.45,0.294,0.004, 8.229(112)e+37,  3.292(45)e+37,300,7.2,45.57,1.22,0.328,0.004,  2.418(29)e+37
545,20210929,59485.80082955700000000000 ,412.55,4.48,22.33,0.19,0.1,0.001,  2.799(28)e+37,  1.120(11)e+37,350,3.54,30.87,1.44,0.109,0.001,  9.405(78)e+36
546,20210929,59485.80101597500000000000 ,412.55,7.24,90.99,0.27,0.659,0.002,  1.844(22)e+38,  7.378(90)e+37,400,6.84,115.96,0.56,0.793,0.009,  7.801(90)e+37
547,20210929,59485.80101997700000000000 ,412.55,5.86,24.73,2.88,0.145,0.017,  4.059(56)e+37,  1.623(22)e+37,350,5.39,26.52,3.95,0.143,0.002,  1.230(16)e+37
548,20210929,59485.80102212400000000000 ,412.55,6.42,129.73,0.52,0.833,0.003,  2.332(28)e+38, 9.326(112)e+37,250,5.83,319.03,1.26,1.86,0.02,  1.143(12)e+38
549,20210929,59485.80102234700000000000 ,412.55,6.78,87.35,1.52,0.592,0.01,  1.657(20)e+38,  6.628(78)e+37,250,6.35,204.56,3.76,1.299,0.014,  7.983(84)e+37
550,20210929,59485.80107227900000000000 ,412.55,7.35,321.3,0.26,2.361,0.002,  6.608(81)e+38,  2.643(32)e+38,350,5.73,846.86,0.63,4.85,0.052,  4.173(44)e+38
551,20210929,59485.80107295300000000000 ,412.55,10.99,49.58,0.27,0.545,0.003,  1.525(20)e+38,  6.102(78)e+37,200,9.67,189.88,0.66,1.837,0.022, 9.033(107)e+37
552,20210929,59485.80107297200000000000 ,412.55,10,69.53,0.71,0.695,0.007,  1.945(25)e+38, 7.781(101)e+37,200,8.75,212.59,1.54,1.861,0.022, 9.150(107)e+37
553,20210929,59485.80107354000000000000 ,412.55,5.24,211.57,0.31,1.109,0.002,  3.104(39)e+38,  1.242(16)e+38,200,4.75,637.59,0.46,3.026,0.036,  1.488(17)e+38
554,20210929,59485.80107416800000000000 ,412.55,6.09,31.99,1.34,0.195,0.008,  5.458(56)e+37,  2.183(22)e+37,150,6.17,112.45,1.33,0.694,0.008,  2.559(30)e+37
555,20210929,59485.80123274900000000000 ,412.55,12.03,321.85,3.18,3.871,0.038,  1.084(13)e+39,  4.334(54)e+38,500,10.95,322.12,3.18,3.528,0.044,  4.337(54)e+38
556,20210929,59485.80123600700000000000 ,412.55,2.89,43.3,2.73,0.125,0.008,  3.499(56)e+37,  1.400(22)e+37,400,2.44,48.53,2.73,0.118,0.002,  1.164(18)e+37
557,20210929,59485.80125735900000000000 ,412.55,6.4,30.48,2.01,0.195,0.013,  5.458(56)e+37,  2.183(22)e+37,350,5.5,45.03,2.92,0.248,0.003,  2.132(24)e+37
558,20210929,59485.80126240800000000000 ,412.55,11.62,74.37,1.09,0.864,0.013,  2.418(31)e+38, 9.673(123)e+37,300,8.83,166.76,2.04,1.472,0.017,  1.086(13)e+38
559,20210929,59485.80126292200000000000 ,412.55,5.27,22.94,0.64,0.121,0.003,  3.387(56)e+37,  1.355(22)e+37,200,4.44,65.79,0.9,0.292,0.004,  1.435(19)e+37
560,20210929,59485.80128545000000000000 ,412.55,4.06,30.07,0.45,0.122,0.002,  3.415(28)e+37,  1.366(11)e+37,300,3.32,57.29,0.58,0.19,0.002,  1.402(16)e+37
561,20210929,59485.80146931900000000000 ,412.55,5.62,7.65,0.16,0.043,0.001,  1.204(28)e+37, 4.814(112)e+36,300,4.14,16.07,0.35,0.066,0.001,  4.904(67)e+36
562,20210929,59485.80165894700000000000 ,412.55,3.91,447.56,0.72,1.748,0.003,  4.893(62)e+38,  1.957(25)e+38,300,2.58,537.89,1.76,1.387,0.017,  1.023(13)e+38
563,20210929,59485.80168108000000000000 ,412.55,2.78,16.16,0.16,0.045,0.001,  1.260(28)e+37, 5.038(112)e+36,250,2.66,16.8,0.42,0.045,0.001,  2.743(56)e+36
564,20210929,59485.80168130700000000000 ,412.55,3,11.99,0.48,0.036,0.001,   1.008(1)e+37,   4.031(1)e+36,150,3.35,36.43,0.55,0.122,0.002,  4.501(67)e+36
565,20210929,59485.80168178000000000000 ,412.55,4,95.26,6.12,0.381,0.024,  1.066(14)e+38,  4.266(56)e+37,400,3.65,113.67,7.68,0.414,0.005,  4.075(45)e+37
566,20210929,59485.80168189400000000000 ,412.55,1.73,6.36,3.68,0.011,0.006,   3.079(1)e+36,   1.232(1)e+36,100,1.04,16.59,3.95,0.017,0.001,   4.254(1)e+35
567,20210929,59485.80168218100000000000 ,412.55,5.61,12.47,0.66,0.07,0.004,  1.959(28)e+37, 7.837(112)e+36,200,4.5,24.88,1.26,0.112,0.001,  5.508(45)e+36
568,20210929,59485.80175691500000000000 ,412.55,6.45,167.27,1.06,1.079,0.007,  3.020(36)e+38,  1.208(15)e+38,250,5.85,398.31,1.54,2.329,0.025,  1.431(15)e+38
569,20210929,59485.80190952300000000000 ,412.55,3.19,354.01,1.06,1.129,0.003,  3.160(39)e+38,  1.264(16)e+38,500,2.88,353.44,1.88,1.017,0.012,  1.251(15)e+38
570,20210929,59485.80191448200000000000 ,412.55,4.74,417.93,0.57,1.981,0.003,  5.545(67)e+38,  2.218(27)e+38,450,4.33,446.8,0.95,1.933,0.024,  2.138(26)e+38
571,20210929,59485.80197299800000000000 ,412.55,4,88.5,2.42,0.354,0.01, 9.909(112)e+37,  3.963(45)e+37,250,3.86,207.81,2.6,0.802,0.008,  4.932(50)e+37
572,20210929,59485.80202140700000000000 ,412.55,7.78,41.89,0.52,0.326,0.004,  9.125(84)e+37,  3.650(34)e+37,300,6.42,66.36,0.93,0.426,0.005,  3.142(34)e+37
573,20210929,59485.80202206600000000000 ,412.55,7.65,11.9,1.59,0.091,0.012,  2.547(28)e+37,  1.019(11)e+37,200,4.76,30.83,1.73,0.147,0.002,  7.210(78)e+36
574,20210929,59485.80210881000000000000 ,412.55,11.91,111.27,3.88,1.325,0.046,  3.709(45)e+38,  1.483(18)e+38,450,6.12,190.19,4.16,1.164,0.014,  1.288(16)e+38
575,20210929,59485.80214187800000000000 ,412.55,6.62,14.66,0.43,0.097,0.003,  2.715(28)e+37,  1.086(11)e+37,100,5.34,77.94,0.8,0.416,0.009,  1.023(22)e+37
576,20210929,59485.80236450100000000000 ,412.55,10.29,238.77,0.44,2.457,0.004,  6.877(84)e+38,  2.751(34)e+38,500,6.9,238.92,0.98,1.648,0.019,  2.025(24)e+38
577,20210929,59485.80236493800000000000 ,412.55,4.31,34.34,6.97,0.148,0.03,  4.142(56)e+37,  1.657(22)e+37,200,3.98,83.22,7.3,0.332,0.004,  1.630(18)e+37
578,20210929,59485.80238891200000000000 ,412.55,13.64,368.74,0.25,5.03,0.003,  1.408(17)e+39,  5.632(68)e+38,500,12.05,368.39,0.44,4.439,0.055,  5.456(67)e+38
579,20210929,59485.80251645900000000000 ,412.55,3.65,41.59,1.61,0.152,0.006,  4.254(56)e+37,  1.702(22)e+37,400,3.29,51.26,1.62,0.168,0.002,  1.657(18)e+37
580,20210929,59485.80253602500000000000 ,412.55,6.24,52.26,0.57,0.326,0.004, 9.125(112)e+37,  3.650(45)e+37,400,5.66,56.95,1.36,0.322,0.004,  3.171(36)e+37
581,20210929,59485.80266743600000000000 ,412.55,12.63,299.02,0.76,3.778,0.01,  1.057(13)e+39,  4.230(50)e+38,400,10.34,381.13,0.96,3.941,0.047,  3.876(47)e+38
582,20210929,59485.80266838300000000000 ,412.55,4.59,74.74,2.04,0.343,0.009, 9.601(112)e+37,  3.840(45)e+37,300,4.13,122.76,2.04,0.507,0.005,  3.740(39)e+37
583,20210929,59485.80267978600000000000 ,412.55,2.47,36.8,0.21,0.091,0.001,  2.547(28)e+37,  1.019(11)e+37,350,2.27,48.07,0.38,0.109,0.001,  9.405(78)e+36
584,20210929,59485.80276617100000000000 ,412.55,3.16,83.19,2.38,0.263,0.008,  7.361(84)e+37,  2.944(34)e+37,450,2.86,88.36,3.39,0.252,0.003,  2.791(30)e+37
585,20210929,59485.80276789100000000000 ,412.55,5.61,15.34,0.38,0.086,0.002,  2.407(28)e+37, 9.629(112)e+36,200,4.52,42.13,1.08,0.19,0.002,  9.360(90)e+36
586,20210929,59485.80276863200000000000 ,412.55,5.53,27.11,2.11,0.15,0.012,  4.198(56)e+37,  1.679(22)e+37,200,5.76,61.95,4.8,0.357,0.004,  1.756(18)e+37
587,20210929,59485.80277013000000000000 ,412.55,5.54,68.09,2.66,0.377,0.015,  1.055(11)e+38,  4.221(45)e+37,200,5.12,172.24,3.3,0.882,0.01,  4.335(49)e+37
588,20210929,59485.80280251000000000000 ,412.55,3.79,35.06,2.1,0.133,0.008,  3.723(56)e+37,  1.489(22)e+37,250,3.72,73.43,2.95,0.273,0.003,  1.679(17)e+37
589,20210929,59485.80290082200000000000 ,412.55,3.74,71.67,0.98,0.268,0.004,  7.501(84)e+37,  3.000(34)e+37,200,3.57,170.95,2.31,0.61,0.007,  3.000(36)e+37
590,20210929,59485.80326809800000000000 ,412.55,3.74,104.78,1.03,0.392,0.004,  1.097(14)e+38,  4.389(56)e+37,300,3.58,212.5,2.13,0.761,0.008,  5.609(60)e+37
591,20210929,59485.80326847600000000000 ,412.55,3.88,11.61,0.6,0.045,0.002,  1.260(28)e+37, 5.038(112)e+36,100,3.32,38.96,1.23,0.129,0.003,  3.180(67)e+36
592,20210929,59485.80326876700000000000 ,412.55,4.84,11.37,1.78,0.055,0.009,  1.539(28)e+37, 6.158(112)e+36,200,5,26.07,3.22,0.13,0.002,  6.404(90)e+36
593,20210929,59485.80350824800000000000 ,412.55,4.35,17.95,0.64,0.078,0.003,  2.183(28)e+37, 8.733(112)e+36,100,3.36,89.52,0.88,0.301,0.006, 7.389(157)e+36
594,20210929,59485.80369837000000000000 ,412.55,7.53,165.36,0.7,1.245,0.005,  3.485(39)e+38,  1.394(16)e+38,300,6.73,337.33,0.69,2.271,0.024,  1.675(17)e+38
595,20210929,59485.80388616300000000000 ,412.55,3.99,25.31,0.98,0.101,0.004,  2.827(28)e+37,  1.131(11)e+37,150,3.75,77.72,0.98,0.291,0.004,  1.074(16)e+37
596,20210929,59485.80390503000000000000 ,412.55,7.58,27.95,0.42,0.212,0.003,  5.934(84)e+37,  2.374(34)e+37,350,5.87,39.51,0.72,0.232,0.002,  1.996(19)e+37
597,20210929,59485.80400070500000000000 ,412.55,3.1,27.38,0.54,0.085,0.002,  2.379(28)e+37, 9.517(112)e+36,200,2.53,53.31,1.1,0.135,0.002,  6.628(90)e+36
598,20210929,59485.80407669500000000000 ,412.55,2.88,132.08,0.57,0.38,0.002,  1.064(11)e+38,  4.254(45)e+37,400,2.6,155.04,1.17,0.403,0.005,  3.959(45)e+37
599,20210929,59485.80408577700000000000 ,412.55,3.49,581.97,0.32,2.031,0.001,  5.685(67)e+38,  2.274(27)e+38,500,3.17,581.96,0.62,1.844,0.022,  2.267(27)e+38
600,20210929,59485.80414104300000000000 ,412.55,4.13,29.09,0.98,0.12,0.004,  3.359(28)e+37,  1.344(11)e+37,350,3.75,39.34,1.99,0.148,0.002,  1.270(16)e+37
601,20210929,59485.80414281500000000000 ,412.55,9.18,35.74,1.42,0.328,0.013, 9.181(112)e+37,  3.672(45)e+37,200,9.41,84.72,2.59,0.797,0.009,  3.919(45)e+37
602,20210929,59485.80414558400000000000 ,412.55,4.78,86.91,2.52,0.415,0.012,  1.162(14)e+38,  4.646(56)e+37,500,4.31,87.02,3.16,0.375,0.005,  4.613(56)e+37
603,20210929,59485.80414604800000000000 ,412.55,5.73,88.52,1.06,0.507,0.006,  1.419(17)e+38,  5.676(67)e+37,500,5.23,88.7,1.92,0.464,0.005,  5.699(67)e+37
604,20210929,59485.80428119900000000000 ,412.55,7.43,145.36,2.14,1.08,0.016,  3.023(34)e+38,  1.209(13)e+38,400,6.94,177.02,2.14,1.229,0.014,  1.208(13)e+38
605,20210929,59485.80428175400000000000 ,412.55,8.5,18.47,1.97,0.157,0.017,  4.394(56)e+37,  1.758(22)e+37,300,7.04,29.58,1.97,0.208,0.002,  1.536(18)e+37
606,20210929,59485.80428282600000000000 ,412.55,6.47,126.21,0.42,0.817,0.003,  2.287(25)e+38, 9.147(101)e+37,400,5.92,163.74,1.2,0.969,0.011, 9.530(107)e+37
607,20210929,59485.80438985900000000000 ,412.55,7.19,112.41,0.11,0.808,0.001,  2.262(25)e+38, 9.046(101)e+37,400,6.51,149.09,1.14,0.971,0.011, 9.548(107)e+37
608,20210929,59485.80440437900000000000 ,412.55,3.69,30.11,2.14,0.111,0.008,  3.107(28)e+37,  1.243(11)e+37,300,3.3,58.23,2.14,0.192,0.002,  1.417(13)e+37
609,20210929,59485.80448729500000000000 ,412.55,6.53,80.49,1.67,0.526,0.011,  1.472(17)e+38,  5.889(67)e+37,450,6,86.86,3.27,0.521,0.005,  5.764(60)e+37
610,20210929,59485.80448789200000000000 ,412.55,7.53,26.17,4.46,0.197,0.034,  5.514(56)e+37,  2.206(22)e+37,200,7.14,66.54,4.46,0.475,0.005,  2.338(27)e+37
611,20210929,59485.80462738700000000000 ,412.55,8.51,67.67,0.91,0.576,0.008,  1.612(17)e+38,  6.449(67)e+37,300,7.33,111.13,2.23,0.815,0.01,  6.010(71)e+37
612,20210929,59485.80474676600000000000 ,412.55,6.84,400.21,1.55,2.739,0.011,  7.666(87)e+38,  3.067(35)e+38,500,6.21,400.46,2.31,2.488,0.028,  3.059(35)e+38
613,20210929,59485.80484575500000000000 ,412.55,2.91,41.89,2.15,0.122,0.006,  3.415(28)e+37,  1.366(11)e+37,400,2.55,52.4,3.22,0.134,0.002,  1.317(18)e+37
614,20210929,59485.80484833200000000000 ,412.55,8.67,103.14,0.73,0.894,0.006,  2.502(28)e+38,  1.001(11)e+38,450,5.89,171.38,1.02,1.009,0.011,  1.117(12)e+38
615,20210929,59485.80484864600000000000 ,412.55,6.35,82.89,0.44,0.526,0.003,  1.472(17)e+38,  5.889(67)e+37,350,4.31,161.37,0.62,0.696,0.007,  5.988(64)e+37
616,20210929,59485.80484931500000000000 ,412.55,4.36,32.56,0.66,0.142,0.003,  3.975(56)e+37,  1.590(22)e+37,200,4.15,84,1.23,0.349,0.004,  1.715(18)e+37
617,20210929,59485.80484991600000000000 ,412.55,5.27,16.31,0.33,0.086,0.002,  2.407(28)e+37, 9.629(112)e+36,100,5.3,70.25,0.72,0.373,0.007, 9.158(179)e+36
618,20210929,59485.80501887600000000000 ,412.55,7.38,101.5,0.24,0.749,0.002,  2.096(25)e+38, 8.386(101)e+37,400,6.77,152.57,0.53,1.033,0.011,  1.016(11)e+38
619,20210929,59485.80516112900000000000 ,412.55,4.07,206.43,0.2,0.84,0.001,  2.351(28)e+38, 9.405(112)e+37,400,3.72,267.68,0.26,0.995,0.011, 9.781(107)e+37
620,20210929,59485.80528366400000000000 ,412.55,4.07,22.62,3.36,0.092,0.014,  2.575(28)e+37,  1.030(11)e+37,200,4.8,48.16,3.61,0.231,0.003,  1.138(13)e+37
621,20210929,59485.80528408200000000000 ,412.55,5.36,91.01,0.23,0.488,0.001,  1.366(14)e+38,  5.464(56)e+37,300,4.92,145.27,0.46,0.715,0.008,  5.276(56)e+37
622,20210929,59485.80528451900000000000 ,412.55,4.13,37.26,0.38,0.154,0.002,  4.310(56)e+37,  1.724(22)e+37,350,3.63,46.7,1.11,0.169,0.002,  1.458(16)e+37
623,20210929,59485.80549991400000000000 ,412.55,5.49,98.19,3.69,0.539,0.02,  1.509(17)e+38,  6.035(67)e+37,500,5.01,97.92,4.26,0.491,0.005,  6.035(67)e+37
624,20210929,59485.80565779600000000000 ,412.55,7.21,129.01,0.27,0.93,0.002,  2.603(31)e+38,  1.041(12)e+38,300,6.68,258.39,0.61,1.725,0.017,  1.272(13)e+38
625,20210929,59485.80565835100000000000 ,412.55,8.02,60.94,0.52,0.489,0.004,  1.369(17)e+38,  5.475(67)e+37,150,7.52,186.29,1.29,1.402,0.015,  5.169(57)e+37
626,20210929,59485.80593361700000000000 ,412.55,2.91,49.16,0.23,0.143,0.001,  4.003(56)e+37,  1.601(22)e+37,200,2.91,123.54,0.53,0.36,0.004,  1.769(18)e+37
627,20210929,59485.80593384500000000000 ,412.55,7.28,29.12,5.81,0.212,0.042,  5.934(56)e+37,  2.374(22)e+37,300,3.55,75.22,7.33,0.267,0.003,  1.968(25)e+37
628,20210929,59485.80603089900000000000 ,412.55,7.35,127.16,2.83,0.934,0.021,  2.614(31)e+38,  1.046(12)e+38,400,7,167.28,6.04,1.171,0.013,  1.152(13)e+38
629,20210929,59485.80604418800000000000 ,412.55,2.01,22.88,0.36,0.046,0.001,  1.288(28)e+37, 5.150(112)e+36,250,2.21,41.67,1.03,0.092,0.001,  5.654(56)e+36
630,20210929,59485.80626008600000000000 ,412.55,2.79,220.64,0.2,0.616,0.001,  1.724(20)e+38,  6.897(78)e+37,450,2.52,235.65,0.52,0.595,0.006,  6.580(71)e+37
631,20210929,59485.80626052800000000000 ,412.55,2.91,19.27,0.16,0.056,0.001,  1.567(28)e+37, 6.270(112)e+36,350,2.7,27.36,0.4,0.074,0.001,  6.348(78)e+36
632,20210929,59485.80626118800000000000 ,412.55,15.18,219.29,0.28,3.328,0.004, 9.315(106)e+38,  3.726(43)e+38,350,13.22,356.38,0.64,4.712,0.047,  4.054(40)e+38
633,20210929,59485.80672570300000000000 ,412.55,3.27,26.63,0.28,0.087,0.001,  2.435(28)e+37, 9.741(112)e+36,200,2.98,61.2,0.69,0.182,0.002,  8.957(90)e+36
634,20210929,59485.80678939300000000000 ,412.55,2.82,28.75,0.23,0.081,0.001,  2.267(28)e+37, 9.069(112)e+36,200,2.79,59.12,0.19,0.165,0.002,  8.106(90)e+36
635,20210929,59485.80683593700000000000 ,412.55,5.57,37.34,2.93,0.208,0.016,  5.822(56)e+37,  2.329(22)e+37,300,5.47,63.61,2.93,0.348,0.004,  2.566(27)e+37
636,20210929,59485.80688432500000000000 ,412.55,8.9,89.84,0.57,0.8,0.005,  2.239(25)e+38, 8.957(101)e+37,300,7.18,170.1,1.35,1.221,0.013,  9.006(96)e+37
637,20210929,59485.80689001900000000000 ,412.55,5.06,14.63,3.64,0.074,0.018,  2.071(28)e+37, 8.285(112)e+36,150,4.13,25.35,3.64,0.105,0.001,  3.863(34)e+36
638,20210929,59485.80690365200000000000 ,412.55,5.71,52.06,2.09,0.297,0.012,  8.313(84)e+37,  3.325(34)e+37,300,5.2,73.84,2.09,0.384,0.004,  2.835(27)e+37
639,20210929,59485.80693881500000000000 ,412.55,6.37,110.23,0.63,0.702,0.004,  1.965(22)e+38,  7.860(90)e+37,500,5.77,110.16,1.41,0.636,0.007,  7.815(90)e+37
640,20210929,59485.80693912400000000000 ,412.55,4.86,46.72,1.45,0.227,0.007,  6.354(84)e+37,  2.542(34)e+37,250,4.57,101.94,3.05,0.465,0.005,  2.861(28)e+37
641,20210929,59485.80694938200000000000 ,412.55,5.06,23.5,0.12,0.119,0.001,  3.331(28)e+37,  1.332(11)e+37,300,4.6,49.73,0.2,0.229,0.002,  1.686(13)e+37
642,20210929,59485.80694954500000000000 ,412.55,2.53,16.59,1.41,0.042,0.004,   1.176(1)e+37,   4.702(1)e+36,150,2.49,23.74,1.52,0.059,0.001,  2.183(34)e+36
643,20210929,59485.80697480200000000000 ,412.55,5.41,87.91,0.17,0.476,0.001,  1.332(17)e+38,  5.329(67)e+37,350,3.34,170.84,1.07,0.57,0.006,  4.903(55)e+37
644,20210929,59485.80710090600000000000 ,412.55,1.89,6.89,0.13,0.013,0.001,   3.639(1)e+36,   1.456(1)e+36,50,4.74,50.75,0.9,0.24,0.005,  2.956(56)e+36
645,20210929,59485.80710503100000000000 ,412.55,1.05,7.59,4.78,0.008,0.005,   2.239(1)e+36,   8.957(1)e+35,200,2,13.68,8.91,0.027,0.001,   1.344(1)e+36
646,20210929,59485.80710543100000000000 ,412.55,3.23,38.66,0.5,0.125,0.002,  3.499(28)e+37,  1.400(11)e+37,250,3.49,83.05,0.62,0.29,0.003,  1.780(17)e+37
647,20210929,59485.80711334500000000000 ,412.55,4.7,24.04,0.27,0.113,0.001,  3.163(28)e+37,  1.265(11)e+37,200,5.07,55.86,0.47,0.283,0.003,  1.393(13)e+37
648,20210929,59485.80716585300000000000 ,412.55,3.51,15.1,1.04,0.053,0.004,  1.483(28)e+37, 5.934(112)e+36,100,4.06,59.72,1.55,0.242,0.005, 5.956(112)e+36
649,20210929,59485.80737741600000000000 ,412.55,4.39,200.34,0.36,0.88,0.002,  2.463(28)e+38, 9.853(112)e+37,250,4.12,468.35,0.85,1.928,0.018,  1.185(11)e+38
650,20210929,59485.80739828200000000000 ,412.55,5.23,15.28,1.1,0.08,0.006,  2.239(28)e+37, 8.957(112)e+36,350,5.65,17.08,2.68,0.097,0.001,  8.308(78)e+36
651,20210929,59485.80739871500000000000 ,412.55,3.25,12.02,1.43,0.039,0.005,   1.092(1)e+37,   4.366(1)e+36,250,2.49,31.8,1.43,0.079,0.001,  4.870(56)e+36
652,20210929,59485.80740632900000000000 ,412.55,3.69,19.76,0.22,0.073,0.001,  2.043(28)e+37, 8.173(112)e+36,250,3.59,38.06,0.37,0.137,0.002, 8.397(112)e+36
653,20210929,59485.80750728000000000000 ,412.55,5.01,226.24,0.52,1.133,0.003,  3.171(34)e+38,  1.268(13)e+38,400,4.6,298.26,0.63,1.372,0.015,  1.349(14)e+38
654,20210929,59485.80750767100000000000 ,412.55,2.72,11.01,0.38,0.03,0.001,   8.397(1)e+36,   3.359(1)e+36,100,2.14,30.7,0.51,0.066,0.001,  1.612(22)e+36
655,20210929,59485.80751114300000000000 ,412.55,3.16,61.42,0.39,0.194,0.001,  5.430(56)e+37,  2.172(22)e+37,200,3.03,159.07,0.42,0.483,0.005,  2.374(27)e+37
656,20210929,59485.80759658300000000000 ,412.55,2.04,132.43,1.55,0.27,0.003,  7.557(84)e+37,  3.023(34)e+37,500,1.89,132.67,3.24,0.25,0.003,  3.079(34)e+37
657,20210929,59485.80759706100000000000 ,412.55,4.68,223.93,0.45,1.048,0.002,  2.933(31)e+38,  1.173(12)e+38,500,4.34,224.08,1.04,0.972,0.011,  1.195(13)e+38
658,20210929,59485.80764494800000000000 ,412.55,2.89,59.81,2.24,0.173,0.006,  4.842(56)e+37,  1.937(22)e+37,200,2.86,139.72,4.85,0.4,0.005,  1.966(22)e+37
659,20210929,59485.80769843300000000000 ,412.55,6.62,172.98,0.3,1.145,0.002,  3.205(36)e+38,  1.282(15)e+38,350,6.09,288.54,0.56,1.758,0.016,  1.513(14)e+38
660,20210929,59485.80769893400000000000 ,412.55,5.14,6.81,0.53,0.035,0.003,   9.797(1)e+36,   3.919(1)e+36,50,7.07,44.41,1.64,0.314,0.005,  3.863(67)e+36
661,20210929,59485.80779298800000000000 ,412.55,6.91,40.94,2.11,0.283,0.015,  7.921(84)e+37,  3.168(34)e+37,200,6.4,109.2,5.12,0.699,0.007,  3.435(36)e+37
662,20210929,59485.80790937300000000000 ,412.55,4.5,17.35,1.7,0.078,0.008,  2.183(28)e+37, 8.733(112)e+36,150,3.82,49.56,4.18,0.189,0.002,  6.986(67)e+36
663,20210929,59485.80791015500000000000 ,412.55,4.77,52.61,1.19,0.251,0.006,  7.026(84)e+37,  2.810(34)e+37,150,4.33,159.2,1.84,0.689,0.007,  2.539(27)e+37
664,20210929,59485.80797532100000000000 ,412.55,2.97,22.86,0.36,0.068,0.001,  1.903(28)e+37, 7.613(112)e+36,200,2.48,53.54,2.81,0.133,0.001,  6.538(45)e+36
665,20210929,59485.80799524100000000000 ,412.55,2.15,180.62,0.17,0.388,0.001,  1.086(11)e+38,  4.344(45)e+37,350,1.9,259.21,0.93,0.494,0.005,  4.248(39)e+37
666,20210929,59485.80799642400000000000 ,412.55,2.49,43.82,0.79,0.109,0.002,  3.051(28)e+37,  1.220(11)e+37,300,2.38,73.63,1.39,0.175,0.002,  1.290(13)e+37
667,20210929,59485.80799687400000000000 ,412.55,3.82,48.18,3.22,0.184,0.012,  5.150(56)e+37,  2.060(22)e+37,350,3.27,71.48,5.12,0.234,0.003,  2.014(24)e+37
668,20210929,59485.80805807800000000000 ,412.55,5.8,109.19,0.65,0.633,0.004,  1.772(20)e+38,  7.087(78)e+37,450,5.31,120.41,1.68,0.639,0.006,  7.074(71)e+37
669,20210929,59485.80809253000000000000 ,412.55,3.53,11.9,2.04,0.042,0.007,   1.176(1)e+37,   4.702(1)e+36,200,3.4,20.65,2.34,0.07,0.001,  3.448(45)e+36
670,20210929,59485.80809493000000000000 ,412.55,8.85,329.3,0.3,2.914,0.003,  8.156(90)e+38,  3.262(36)e+38,500,8.02,329.11,0.8,2.64,0.028,  3.246(35)e+38
671,20210929,59485.80809971900000000000 ,412.55,4.03,208.21,0.24,0.839,0.001,  2.348(25)e+38, 9.394(101)e+37,400,3.62,245.1,0.58,0.886,0.009,  8.715(90)e+37
672,20210929,59485.80822519400000000000 ,412.55,3.32,294.59,0.27,0.978,0.001,  2.737(31)e+38,  1.095(12)e+38,450,3,313.26,0.62,0.939,0.01,  1.039(11)e+38
673,20210929,59485.80822574000000000000 ,412.55,6.17,286.27,1.45,1.766,0.009,  4.943(53)e+38,  1.977(21)e+38,300,5.6,462.24,3.42,2.588,0.026,  1.908(19)e+38
674,20210929,59485.80822633600000000000 ,412.55,11.67,184.83,0.19,2.157,0.002,  6.038(64)e+38,  2.415(26)e+38,400,9.12,289.05,0.29,2.635,0.027,  2.592(27)e+38
675,20210929,59485.80833954600000000000 ,412.55,4.11,18.25,7.25,0.075,0.03,  2.099(28)e+37, 8.397(112)e+36,200,4.06,41,8.3,0.167,0.002,  8.196(90)e+36
676,20210929,59485.80835205900000000000 ,412.55,11.61,125.21,2.36,1.454,0.027,  4.070(45)e+38,  1.628(18)e+38,500,10.73,125.19,3.45,1.343,0.014,  1.651(17)e+38
677,20210929,59485.80835952800000000000 ,412.55,3.9,380.9,0.35,1.485,0.001,  4.156(45)e+38,  1.663(18)e+38,400,3.56,501.78,0.5,1.787,0.019,  1.757(19)e+38
678,20210929,59485.80835980100000000000 ,412.55,6.7,260.23,0.91,1.743,0.006,  4.879(53)e+38,  1.951(21)e+38,350,5.23,404.8,0.93,2.116,0.021,  1.820(18)e+38
679,20210929,59485.80836055600000000000 ,412.55,6.19,114.42,0.6,0.708,0.004,  1.982(22)e+38,  7.927(90)e+37,400,5.65,146.5,1.2,0.827,0.009,  8.133(90)e+37
680,20210929,59485.80852800500000000000 ,412.55,4.99,19.66,0.86,0.098,0.004,  2.743(28)e+37,  1.097(11)e+37,200,4.62,49.26,1,0.228,0.003,  1.120(13)e+37
681,20210929,59485.80860027400000000000 ,412.55,3.46,25.43,0.33,0.088,0.001,  2.463(28)e+37, 9.853(112)e+36,200,3.17,58.04,0.65,0.184,0.002,  9.046(90)e+36
682,20210929,59485.80869046100000000000 ,412.55,5.94,18.36,1.06,0.109,0.006,  3.051(28)e+37,  1.220(11)e+37,100,4.85,57.78,1.13,0.281,0.004,  6.897(90)e+36
